City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
524,Suntar,62.1444,117.6319,13.1,88,93,1.19,RU,2022-04-06 00:54:19,overcast clouds
525,Port Blair,11.6667,92.75,77.04,94,40,2.3,IN,2022-04-06 00:54:19,mist
526,Minusinsk,53.7103,91.6875,35.62,80,99,3.78,RU,2022-04-06 00:54:19,overcast clouds
527,Turayf,31.6725,38.6637,68.25,21,0,5.75,SA,2022-04-06 00:54:20,clear sky
528,Baringo,0.4667,35.9667,74.41,52,80,4.41,KE,2022-04-06 00:54:20,broken clouds
529,Fengrun,39.8333,118.1167,47.05,15,100,8.97,CN,2022-04-06 00:54:20,overcast clouds
530,Ucluelet,48.9329,-125.5528,49.08,68,1,5.01,CA,2022-04-06 00:52:02,clear sky
531,Usta Muhammad,28.1794,68.0445,80.17,11,76,3.31,PK,2022-04-06 00:54:21,broken clouds
532,Proteccion,15.0333,-88.65,84.27,55,33,1.34,HN,2022-04-06 00:54:22,scattered clouds
533,Mitsamiouli,-11.3847,43.2844,81.12,75,2,5.46,KM,2022-04-06 00:54:22,clear sky
534,Ahipara,-35.1667,173.1667,72.23,79,22,10.27,NZ,2022-04-06 00:54:22,few clouds
535,Khromtau,50.2503,58.4347,31.96,76,49,4.74,KZ,2022-04-06 00:54:23,scattered clouds
536,Buchanan,5.8808,-10.0467,79.14,92,15,6.42,LR,2022-04-06 00:54:23,few clouds
537,Petropavlovsk-Kamchatskiy,53.0452,158.6483,48.79,32,0,8.95,RU,2022-04-06 00:54:23,clear sky
538,Paravola,38.6167,21.5167,53.19,80,59,2.04,GR,2022-04-06 00:54:24,broken clouds
539,Huarmey,-10.0681,-78.1522,69.84,84,83,10.04,PE,2022-04-06 00:54:24,broken clouds
540,Rosarito,32.3333,-117.0333,75.24,67,4,3.36,MX,2022-04-06 00:54:24,clear sky
541,Megion,61.0296,76.1136,37.42,80,100,20.65,RU,2022-04-06 00:54:24,overcast clouds
542,Shache,38.4167,77.2406,59.25,18,0,6.8,CN,2022-04-06 00:54:25,clear sky
543,Quetzaltenango,14.8333,-91.5167,63.18,87,100,0.0,GT,2022-04-06 00:54:25,overcast clouds
544,Adrar,20.5022,-10.0711,72.61,31,1,11.68,MR,2022-04-06 00:54:25,clear sky
545,San Antonio,29.4241,-98.4936,91.15,30,75,6.91,US,2022-04-06 00:52:52,broken clouds
546,Praia Da Vitoria,38.7333,-27.0667,59.76,88,20,7.65,PT,2022-04-06 00:54:26,few clouds
547,Kalmunai,7.4167,81.8167,77.63,84,82,2.08,LK,2022-04-06 00:54:26,broken clouds
548,Auki,-8.7676,160.7034,79.11,88,100,7.2,SB,2022-04-06 00:55:27,overcast clouds
549,Borborema,-21.6197,-49.0736,75.22,81,50,6.78,BR,2022-04-06 00:55:27,scattered clouds
550,Olinda,-8.0089,-34.8553,82.13,74,40,8.05,BR,2022-04-06 00:55:27,scattered clouds
551,Santa Fe,-31.6333,-60.7,70.02,78,0,1.01,AR,2022-04-06 00:55:06,light rain
552,Verdun,49.25,5.3333,49.15,98,98,8.7,FR,2022-04-06 00:55:28,overcast clouds
553,Fare,-16.7,-151.0167,82.89,76,7,19.17,PF,2022-04-06 00:55:28,light rain
554,Saquena,-4.6667,-73.5167,75.45,94,98,1.81,PE,2022-04-06 00:55:28,overcast clouds
555,Port Hardy,50.6996,-127.4199,46.4,70,75,2.3,CA,2022-04-06 00:55:29,light intensity shower rain
556,Moulins,46.5,3.3333,43.61,97,100,2.15,FR,2022-04-06 00:55:29,overcast clouds
557,Kattivakkam,13.2167,80.3167,81.07,89,8,7.09,IN,2022-04-06 00:55:29,clear sky
558,Izumo,35.3667,132.7667,60.75,63,40,17.27,JP,2022-04-06 00:55:29,scattered clouds
559,Ekhabi,53.5102,142.9671,31.73,75,100,13.73,RU,2022-04-06 00:55:30,overcast clouds
560,Konevo,62.1215,39.3192,31.12,93,100,11.52,RU,2022-04-06 00:55:30,light snow
561,Luba,3.4568,8.5547,78.69,81,100,2.95,GQ,2022-04-06 00:55:30,moderate rain
562,Northport,33.229,-87.5772,71.26,82,23,3.44,US,2022-04-06 00:53:49,few clouds
563,Ust-Nera,64.5667,143.2,4.19,93,74,6.51,RU,2022-04-06 00:55:31,broken clouds
564,Serenje,-13.2325,30.2352,60.75,96,100,3.0,ZM,2022-04-06 00:55:31,overcast clouds
565,Juneau,58.3019,-134.4197,37.22,93,100,5.75,US,2022-04-06 00:52:31,light rain
566,Jiwani,25.05,61.7417,79.29,72,97,5.08,PK,2022-04-06 00:55:31,overcast clouds
567,Tshikapa,-6.4167,20.8,71.08,97,100,1.12,CD,2022-04-06 00:55:12,overcast clouds
568,Ambovombe,-25.1667,46.0833,72.82,82,78,5.66,MG,2022-04-06 00:55:32,broken clouds
569,Kangaatsiaq,68.3065,-53.4641,24.94,95,100,4.43,GL,2022-04-06 00:55:32,overcast clouds
570,Pontal Do Parana,-25.6533,-48.5128,71.73,90,99,2.93,BR,2022-04-06 00:55:33,overcast clouds
571,Belaya Gora,68.5333,146.4167,-3.73,89,79,3.29,RU,2022-04-06 00:55:33,broken clouds
572,Hirara,24.8,125.2833,71.87,60,40,10.36,JP,2022-04-06 00:55:33,scattered clouds
573,Ojinaga,29.5667,-104.4167,89.42,15,0,17.27,MX,2022-04-06 00:55:33,clear sky
574,Leh,34.1667,77.5833,24.17,51,0,5.26,IN,2022-04-06 00:55:34,clear sky
575,Ternate,0.8,127.4,82.09,79,31,10.65,ID,2022-04-06 00:55:34,scattered clouds
576,Faya,18.3851,42.4509,60.91,13,0,5.7,SA,2022-04-06 00:55:34,clear sky
577,Sapa,5.1544,120.3241,80.83,81,100,7.11,PH,2022-04-06 00:55:35,overcast clouds
578,Korla,41.7597,86.1469,58.93,25,0,4.38,CN,2022-04-06 00:55:35,clear sky
579,Vao,-22.6667,167.4833,76.71,83,100,16.22,NC,2022-04-06 00:55:35,overcast clouds
580,San Carlos De Bariloche,-41.1456,-71.3082,53.35,66,40,19.57,AR,2022-04-06 00:55:35,light rain
581,Orlik,52.5178,99.825,28.92,88,57,3.53,RU,2022-04-06 00:55:36,broken clouds
582,Paraiso,9.8383,-83.8656,66.42,98,100,1.86,CR,2022-04-06 00:55:36,overcast clouds
583,Zyryanka,65.75,150.85,-0.09,78,86,2.59,RU,2022-04-06 00:55:36,overcast clouds
584,Agueda,40.5772,-8.4444,46.4,84,83,3.47,PT,2022-04-06 00:55:37,broken clouds
585,Sciacca,37.5082,13.0881,56.98,76,1,5.64,IT,2022-04-06 00:55:37,clear sky
586,Vyyezdnoye,55.3815,43.7864,32.0,96,100,15.28,RU,2022-04-06 00:55:37,light snow
587,Thinadhoo,0.5333,72.9333,81.73,73,6,3.04,MV,2022-04-06 00:55:38,clear sky
588,Saskatoon,52.1168,-106.6345,37.38,88,100,11.5,CA,2022-04-06 00:50:48,overcast clouds
589,San Luis,-33.295,-66.3356,62.19,63,0,5.46,AR,2022-04-06 00:55:11,clear sky
590,Shimoda,34.6667,138.95,65.1,59,100,12.62,JP,2022-04-06 00:55:38,overcast clouds
591,Cacapava Do Sul,-30.5122,-53.4914,60.46,83,56,2.84,BR,2022-04-06 00:55:38,broken clouds
592,San Quintin,30.4833,-115.95,63.63,73,1,6.64,MX,2022-04-06 00:55:39,clear sky
593,Mildura,-34.2,142.15,67.06,55,100,9.22,AU,2022-04-06 00:55:39,overcast clouds
594,Fatezh,52.0891,35.8632,37.38,97,100,12.97,RU,2022-04-06 00:55:39,overcast clouds
595,Kyra,49.5776,111.9753,30.4,46,86,3.4,RU,2022-04-06 00:56:40,overcast clouds
596,Williams Lake,52.1415,-122.1445,42.06,60,75,5.75,CA,2022-04-06 00:56:40,broken clouds
597,Ravar,31.2656,56.8055,71.13,14,74,11.34,IR,2022-04-06 00:56:40,broken clouds
598,Carlsbad,33.1581,-117.3506,81.09,75,26,5.99,US,2022-04-06 00:55:24,scattered clouds
599,Yerofey Pavlovich,53.9667,121.9667,22.35,42,21,10.71,RU,2022-04-06 00:56:41,few clouds
600,Lewistown,40.5992,-77.5714,53.19,96,100,4.61,US,2022-04-06 00:56:41,light rain
601,Helena,46.5927,-112.0361,38.8,45,96,25.99,US,2022-04-06 00:56:41,overcast clouds
602,Pacific Grove,36.6177,-121.9166,68.9,68,0,5.99,US,2022-04-06 00:56:42,clear sky
603,Dumai,1.6833,101.45,77.11,90,47,3.11,ID,2022-04-06 00:56:42,scattered clouds
604,Gravdal,68.1214,13.5031,32.58,61,100,15.08,NO,2022-04-06 00:56:42,overcast clouds
605,Lodja,-3.4833,23.4333,68.68,97,100,2.91,CD,2022-04-06 00:56:43,overcast clouds
606,Pokhara,28.2333,83.9833,71.44,36,14,5.48,NP,2022-04-06 00:56:43,few clouds
607,Aginskoye,51.1,114.53,26.26,30,99,5.39,RU,2022-04-06 00:56:43,overcast clouds
608,Cedar City,37.6775,-113.0619,52.39,32,0,13.31,US,2022-04-06 00:54:52,clear sky
609,Saint-Augustin,51.226,-58.6502,32.59,84,100,12.97,CA,2022-04-06 00:56:44,overcast clouds
610,Grahamstown,-33.3042,26.5328,50.95,87,4,3.91,ZA,2022-04-06 00:52:35,clear sky
611,Kathmandu,27.7167,85.3167,64.62,72,75,2.3,NP,2022-04-06 00:56:44,mist
612,Odweyne,9.4092,45.064,69.33,26,0,10.67,SO,2022-04-06 00:56:44,clear sky
613,Caravelas,-17.7125,-39.2481,76.66,85,57,4.9,BR,2022-04-06 00:56:45,broken clouds
614,Pontian Kecil,1.4801,103.3899,77.32,79,61,3.49,MY,2022-04-06 00:56:45,broken clouds
615,Gaoua,10.2992,-3.2508,86.47,43,93,1.52,BF,2022-04-06 00:56:45,overcast clouds
616,Rawlins,41.7911,-107.2387,31.35,33,97,30.38,US,2022-04-06 00:56:46,overcast clouds
617,Tonj,7.2737,28.6822,82.17,47,9,3.18,SS,2022-04-06 00:56:46,clear sky
618,Coos Bay,43.3665,-124.2179,52.99,79,40,19.57,US,2022-04-06 00:56:46,scattered clouds
619,Novospasskoye,53.1468,47.7514,34.9,77,100,9.55,RU,2022-04-06 00:56:47,overcast clouds
620,Kozachi Laheri,46.7037,32.9776,42.76,93,89,14.92,UA,2022-04-06 00:56:47,overcast clouds
621,Coxim,-18.5067,-54.76,77.41,65,5,1.3,BR,2022-04-06 00:56:47,clear sky
622,Bar Harbor,44.3876,-68.2039,44.26,70,86,7.07,US,2022-04-06 00:56:48,overcast clouds
623,Pangkalanbuun,-2.6833,111.6167,79.25,87,98,2.39,ID,2022-04-06 00:56:49,overcast clouds
624,Ostersund,63.1792,14.6357,18.61,86,2,16.11,SE,2022-04-06 00:56:49,clear sky
625,Ritchie,-29.038,24.6028,45.61,50,0,6.06,ZA,2022-04-06 00:54:16,clear sky
626,Krasnopillya,50.7746,35.2597,38.84,96,100,13.15,UA,2022-04-06 00:56:50,overcast clouds
627,Spring Hill,28.4769,-82.5255,79.07,79,88,1.01,US,2022-04-06 00:55:15,overcast clouds
628,Taitung,22.7583,121.1444,75.47,64,75,4.61,TW,2022-04-06 00:52:07,broken clouds
629,Mandan,46.8267,-100.8896,43.57,74,40,20.71,US,2022-04-06 00:56:50,scattered clouds
630,Ratnagiri,16.9833,73.3,79.16,86,99,6.46,IN,2022-04-06 00:56:51,overcast clouds
631,Savinka,50.0785,47.0994,36.18,82,100,9.98,RU,2022-04-06 00:56:51,overcast clouds
632,Beloha,-25.1667,45.05,71.33,95,13,4.65,MG,2022-04-06 00:56:51,few clouds
633,Aksu,41.1231,80.2644,57.92,25,0,5.14,CN,2022-04-06 00:56:52,clear sky
634,Pangai,-19.8,-174.35,86.11,58,20,5.75,TO,2022-04-06 00:56:52,few clouds
635,Yangmei,24.1023,112.5618,68.83,58,32,2.39,CN,2022-04-06 00:56:52,scattered clouds
636,Kralendijk,12.15,-68.2667,78.53,83,24,18.25,BQ,2022-04-06 00:56:53,few clouds
637,College,64.8569,-147.8028,33.58,56,0,5.75,US,2022-04-06 00:56:54,clear sky
638,Severnyy,50.677,36.5532,39.24,81,0,11.18,RU,2022-04-06 00:56:54,clear sky
639,Tommot,58.9564,126.2925,13.89,80,100,10.09,RU,2022-04-06 00:56:55,overcast clouds
640,Baruun-Urt,46.6806,113.2792,35.04,41,100,7.0,MN,2022-04-06 00:56:55,overcast clouds
641,Ribas Do Rio Pardo,-20.4431,-53.7592,78.94,65,70,4.12,BR,2022-04-06 00:57:55,broken clouds
642,Kulhudhuffushi,6.6221,73.07,82.96,68,15,0.67,MV,2022-04-06 00:57:56,few clouds
643,Fort Nelson,58.8053,-122.7002,49.59,23,75,4.61,CA,2022-04-06 00:57:56,broken clouds
644,Plastun,44.7561,136.2939,38.28,29,73,14.52,RU,2022-04-06 00:57:57,broken clouds
645,Bazarnyye Mataki,54.8833,49.9333,29.48,88,100,11.83,RU,2022-04-06 00:57:58,overcast clouds
646,Hofn,64.2539,-15.2082,31.53,62,22,22.5,IS,2022-04-06 00:57:58,snow
647,Luganville,-15.5333,167.1667,85.26,73,100,14.76,VU,2022-04-06 00:57:58,overcast clouds
648,Iwanai,42.9744,140.5089,38.71,95,100,9.93,JP,2022-04-06 00:57:58,overcast clouds
649,Ust-Kuyga,70.0167,135.6,-8.05,91,55,2.73,RU,2022-04-06 00:57:59,broken clouds
650,Boyolangu,-8.1181,111.8935,79.81,81,78,3.53,ID,2022-04-06 00:57:59,broken clouds
651,Jenjarom,2.8766,101.4988,78.91,85,44,2.64,MY,2022-04-06 00:57:59,scattered clouds
652,Fairbanks,64.8378,-147.7164,33.6,55,0,5.75,US,2022-04-06 00:54:58,clear sky
653,Yeppoon,-23.1333,150.7333,82.18,66,2,13.15,AU,2022-04-06 00:58:00,clear sky
654,Pochutla,15.7432,-96.4661,79.83,65,0,6.08,MX,2022-04-06 00:58:00,clear sky
655,Kozhva,65.1073,57.0459,-5.8,100,93,3.53,RU,2022-04-06 00:58:00,overcast clouds
656,Zaozerne,45.1582,33.2787,45.18,88,14,16.6,UA,2022-04-06 00:58:01,few clouds
657,Beringovskiy,63.05,179.3167,7.57,67,0,2.59,RU,2022-04-06 00:58:01,clear sky
658,Sokoni,-6.4333,39.55,82.89,71,6,6.82,TZ,2022-04-06 00:58:02,clear sky
659,Presidente Dutra,-5.29,-44.49,73.02,96,100,3.11,BR,2022-04-06 00:58:02,overcast clouds
660,Karpathos,35.507,27.2132,60.76,94,3,3.44,GR,2022-04-06 00:58:02,clear sky
661,Promyshlennyy,67.5833,63.9167,13.05,94,100,17.76,RU,2022-04-06 00:58:03,overcast clouds
662,Benguela,-12.5763,13.4055,73.92,87,72,3.58,AO,2022-04-06 00:58:03,broken clouds
